cycle_id,stage_id,stage_ordinal,channel,good_from_S0,E1_channel,EDirect_channel,S0_reference_MAD
C3,S1,1,3,1,0.173075693566571,0.318261356491349,16.6553121169371
C3,S1,1,4,1,0.249411739240526,0.634503500866219,15.6996895394696
C3,S1,1,5,1,0.28950969612219,0.28223420617321,13.6819108902587
C3,S1,1,6,1,0.053954046329397,0.4687445877072,12.3435801138751
C3,S1,1,7,1,0.551137814075273,0.860253647338846,12.8726933731777
C3,S1,1,8,1,-0.0390481794318273,0.208062134337088,13.9104768632851
C3,S1,1,9,1,0.0443474863757473,0.465126641241682,18.2682022150571
C3,S1,1,10,1,0.089332280414862,0.345379621183271,16.1310292819058
C3,S1,1,11,1,-0.0752918079411082,0.196926988765084,19.4069499243984
C3,S1,1,12,1,-0.0146408776340766,0.179934303303221,15.3401026132285
C3,S1,1,13,1,0.212378692012608,0.699185154844485,18.7599152225671
C3,S1,1,14,1,-0.130286445991901,0.248714177148015,16.1841390325835
C3,S1,1,15,1,0.000989230544644615,0.127317662799229,19.6990853134524
C3,S1,1,16,1,0.0278613698509211,0.237439032548705,17.5942220280279
C3,S1,1,17,1,0.146156494482643,0.0916151698714446,19.8711115698951
C3,S1,1,18,1,0.469691543178625,0.852065764682222,15.6767768492759
C3,S1,1,19,1,0.000597015801095557,0.258246855581223,21.0820535875633
C3,S1,1,20,1,0.312266335272251,0.786204246974771,12.6258690793565
C3,S2,2,1,1,-0.211583239171066,0.12772720086833,15.3594362901293
C3,S2,2,2,1,0.19566686754132,0.972507674302874,17.6905036731122
C3,S2,2,3,1,-0.0721874195294424,0.251334838009573,16.6553121169371
C3,S2,2,4,1,0.614610606555617,1.74546932704627,15.6996895394696
C3,S2,2,5,1,0.157451057817479,0.45845111889895,13.6819108902587
C3,S2,2,6,1,-0.123670768760201,0.248011337889145,12.3435801138751
C3,S2,2,7,1,0.342530692176525,0.536510316050413,12.8726933731777
C3,S2,2,8,1,-0.113715446455388,0.260159206001365,13.9104768632851
C3,S2,2,9,1,0.122935075629341,0.378175477147925,18.2682022150571
C3,S2,2,10,1,-0.120040824508397,0.06168130072644,16.1310292819058
C3,S2,2,11,1,-0.127338814651362,0.304610934393737,19.4069499243984
C3,S2,2,12,1,-0.122591964707722,0.308532893819223,15.3401026132285
C3,S2,2,13,1,-0.203969554013188,0.466587816870702,18.7599152225671
C3,S2,2,14,1,-0.0206464956420513,0.342641520017182,16.1841390325835
C3,S2,2,15,1,-0.233056352816985,0.259271667762973,19.6990853134524
C3,S2,2,16,1,0.0477628528009163,0.40395722700222,17.5942220280279
C3,S2,2,17,1,0.154875088485579,0.0572587919927634,19.8711115698951
C3,S2,2,18,1,0.458147859278309,0.764267343279637,15.6767768492759
C3,S2,2,19,1,0.00361621105597859,0.420145559255979,21.0820535875633
C3,S2,2,20,1,-0.0380705065012164,0.566309551408873,12.6258690793565
